This report was generated on 03-Jan-2020  11:46:26.

* = already updated

Compounds


132 Compounds have structure differences between ChlamyCyc and MetaCyc.
 	ID	Name	Slot	ChlamyCyc Value	MetaCyc Value	
	Aerobacter-Polysaccharides	capsular polysaccharide (Aerobacter aerogenes)	("{Gal-&alpha;(1&rarr;3)-[GlcA-&beta;(1&rarr;2)]-Man-&alpha;(1&rarr;3)-Gal}<sub>n</sub>" "(Gal-1&rarr;2-(GlcUA-1&rarr;2)-Man-1&rarr;3-Gal)n")	("{Gal-&alpha;(1&rarr;3)-[GlcA-&beta;(1&rarr;2)]-Man-&alpha;(1&rarr;3)-Gal}<sub>n</sub>")	
	RIBOSE-5P	D-ribose 5-phosphate	("D-ribose-5-phosphoric acid" "ribose-5-phosphoric acid" "ribose-5P" "D-ribose-5-P" "ribose-5-P" "&alpha;-D-ribose-5-phosphate" "D-ribose 5'-phosphate")	("D-ribose-5-phosphoric acid" "ribose-5-phosphoric acid" "ribose-5P" "D-ribose-5-P" "ribose-5-P" "D-ribose 5'-phosphate")	
	CPD-8594	a Lewis x epitope	("&beta;-D-galactosyl-(1&rarr;4)-[&alpha;-L-fucosyl-(1&rarr;3)]-<i>N</i>-acetyl-D-glucosaminyl-R" "1,4-&beta;-D-galactosyl-(&alpha;-1,3-L-fucosyl)-N-acetyl-D-glucosaminyl-R" "1,4-&beta;-D-galactosyl-(&alpha;-1,3-L-fucosyl)-<i>N</i>-acetyl-D-glucosaminyl-[glycoprotein]" "a 1,4-&beta;-D-galactosyl-(&alpha;-1,3-L-fucosyl)-<i>N</i>-acetyl-D-glucosaminyl-[glycoprotein]" "a 1,4-&beta;-D-galactosyl-(&alpha;-1,3-L-fucosyl)-N-acetyl-D-glucosaminyl-R" "a &beta;-D-galactosyl-(1&rarr;4)-[&alpha;-L-fucosyl-(1&rarr;3)]-<i>N</i>-acetyl-D-glucosaminyl-R" "a histo-blood group Le<sup>x</sup> antigen" "SSEA-1" "stage-specific embryonic antigen 1")	("a 1,4-&beta;-D-galactosyl-(&alpha;-1,3-L-fucosyl)-<i>N</i>-acetyl-D-glucosaminyl-[glycoprotein]" "a 1,4-&beta;-D-galactosyl-(&alpha;-1,3-L-fucosyl)-N-acetyl-D-glucosaminyl-R" "a &beta;-D-galactosyl-(1&rarr;4)-[&alpha;-L-fucosyl-(1&rarr;3)]-<i>N</i>-acetyl-D-glucosaminyl-R" "a histo-blood group Le<sup>x</sup> antigen" "SSEA-1" "stage-specific embryonic antigen 1")	
	GLUCOSAMINYL-13-N-ETCETERA-GALACTOSAMINY	core 3	("<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-[glycoprotein]" "<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-<i>N</i>-acetyl-D-galactosaminyl-R" "<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-R" "core 3")	("<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-R" "<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-[glycoprotein]")	
	DNA-Adenines	an adenine in DNA	("a DNA adenine" "DNA adenine")	("a DNA adenine")	
	THF-GLU-N	a tetrahydrofolate	("a tetrahydrofolate-glutamate" "tetrahydropteroyl polyglutamate" "a tetrahydrofolate" "THF(glu)<sub>n</sub>" "H<sub>4</sub>PteGlu<sub>n</sub>" "tetrahydropteroylpolyglutamate" "THF" "THF polyglutamate")	("tetrahydropteroyl polyglutamate" "THF(glu)<sub>n</sub>" "H<sub>4</sub>PteGlu<sub>n</sub>" "a tetrahydrofolate-glutamate" "THF" "THF polyglutamate")	
	D-Galactose	D-galactose	D-galactopyranose	NIL	
	CPD-452	a 6-(<i>N</i>-acetyl-&alpha;-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	("<i>N</i>-acetyl-&alpha;-D-glucosaminylphosphatidylinositol" "<i>N</i>-acetyl-D-glucosaminylphosphatidylinositol")	("<i>N</i>-acetyl-&alpha;-D-glucosaminylphosphatidylinositol")	
	CPD-10359	a (2<i>R</i>,3<i>S</i>)-flavan-3-ol	("a 2,3-<i>trans</i>-flavan-3-ol" "flavan-3-ols")	("a 2,3-<i>trans</i>-flavan-3-ol")	
	Hyaluronan	hyaluronan	("hyaluronic acid" "hyaluronate")	NIL	
	RIBOSE	D-ribose	("&alpha;-D-ribose" "ribose" "&alpha;-D-ribose-5" "&alpha;-D-ribofuranose")	("ribose")	
	Mannosyl5-N-acetyl-glucosamine2-R	Man<sub>5</sub>GlcNAc<sub>3</sub>-[protein]	("a [&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-{&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)}-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc]-<i>N</i>-Asn-[protein]" "Man<sub>5</sub>GlcNAc-R" "a &beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-<i>N</i>-Asn-[protein]" "2M<sub>5</sub>hy <i>N</i>-glycan")	("a [&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-{&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)}-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc]-<i>N</i>-Asn-[protein]" "2M<sub>5</sub>hy <i>N</i>-glycan")	
	LysW-C-Terminal-L-Glutamate	a [lysine-biosynthesis-protein LysW]-C-terminal-L-glutamate	("a [LysW protein]-L-glutamate" "an [L-2-aminoadipate carrier protein]-L-glutamate" "an [&alpha;-aminoadipate carrier protein]-L-glutamate")	NIL	
	Gcv-H	[glycine cleavage system lipoyl-carrier protein]-L-lysine	gcv protein H	NIL	
	Heparan-NAc-Glc	a [heparan sulfate]-<i>N</i>-acetyl-&alpha;-D-glucosamine	a heparin glucosamine	NIL	
	Acyl-homoserine-lactones	an <i>N</i>-acyl-L-homoserine lactone	<i>N</i>-acyl-L-homoserine lactone	NIL	
	Monoterpenes	a monoterpenoid	("a monoterpene" "Monoterpenes")	("a monoterpene")	
	Phenolphthiocerols	a phenolphthiocerol	("a phenolglycolipid (ambiguous)" "PGL (ambiguous)")	NIL	
	GalNAc-chondroitin-dermatan	<i>N</i>-acetyl-&beta;-D-galactosaminide-[chondroitin/dermatan]	("<i>N</i>-acetyl-&beta;-D-galactosaminyl-(1->4)-&beta;-D-glucosyluronate-[proteoglycan]" "<i>N</i>-acetyl-D-galactosaminyl-1,4-&beta;-D-glucosyluronate-<i>N</i>-acetyl-1,3-&beta;-D-galactosaminylproteoglycan" "<i>N</i>-acetyl-D-galactosaminyl-1,4-&beta;-D-glucuronyl-<i>N</i>-acetyl-1,3-&beta;-D-galactosaminylproteoglycan" "<i>N</i>-acetyl-&beta;-D-galactosaminyl-(1->4)-&beta;-D-glucuronosyl-[proteoglycan]")	("<i>N</i>-acetyl-D-galactosaminyl-1,4-&beta;-D-glucosyluronate-<i>N</i>-acetyl-1,3-&beta;-D-galactosaminylproteoglycan" "<i>N</i>-acetyl-&beta;-D-galactosaminyl-(1->4)-&beta;-D-glucosyluronate-[proteoglycan]")	
	Oxo-glutarate-dehydrogenase-DH-lipoyl	a [2-oxoglutarate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine	("an enzyme <i>N<sup>6</sup></i>-(dihydrolipoyl)lysine" "enzyme <i>N<sup>6</sup></i>-(dihydrolipoyl)lysine")	("an enzyme <i>N<sup>6</sup></i>-(dihydrolipoyl)lysine")	
	tRNA-Containing-N1-Methyladenine	an <i>N</i><sup>1</sup>-methyladenine in tRNA	("tRNA containing <i>N</i><sup>1</sup>-methyladenine" "tRNA containing N1-methyladenine")	("tRNA containing <i>N</i><sup>1</sup>-methyladenine")	
	Pyruvate-dehydrogenase-dihydrolipoate	a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine	[enzyme] <i>N<sup>6</sup></i>-(dihydrolipoyl)lysine	NIL	
	CPD-17484	1-tetracosanoyl-2-acyl-[phosphoglyceride]	1-24:0-2-acyl-[glycerolipid]	1-24:0-2-acyl-[phosphoglycerolipid]	
	Phosphatase-2A-leucine	a [phosphatase 2A protein] C-terminal L-leucine	("a C-terminal [phosphatase 2A protein]-leucine" "a [phosphatase 2A protein]-leucine")	("a C-terminal [phosphatase 2A protein]-leucine")	
	Jasmonoyl-ACCs	a jasmonoyl-1-aminocyclopropane-1 carboxylate	("a jasmonyl-1-aminocyclopropane-1 carboxylic acid" "a JA-ACC" "a jasmonate-ACC" "a jasmonic acid ACC conjugate" "a jasmonyl-1-aminocyclopropanecarboxylate" "a jasmonyl-1-aminocyclopropane-1 carboxylate")	("a jasmonyl-1-aminocyclopropane-1 carboxylic acid" "a JA-ACC" "a jasmonate-ACC" "a jasmonyl-1-aminocyclopropanecarboxylate" "a jasmonyl-1-aminocyclopropane-1 carboxylate")	
	CPD-6262	an (L-cysteinylglycine)-<i>S</i>-conjugate	("a (Cys-Gly)-<i>S</i>-conjugate" "a [Cys-Gly]-<i>S</i>-conjugate")	("a (Cys-Gly)-<i>S</i>-conjugate")	
	23S-rRNA-N3-methylpseudouridine1915	an <i>N</i><sup>3</sup>-methylpseudouridine<sup>1915</sup> in 23S rRNA	("a 23S rRNA N<sup>3</sup>-methylpseudouridine<sup>1915</sup>" "N<sup>3</sup>-methylpseudouridine<sup>1915</sup> in 23S rRNA")	("a 23S rRNA N<sup>3</sup>-methylpseudouridine<sup>1915</sup>")	
	GalNAc-GlcA-Gal-Gal-Xyl-Proteins	a 3-<i>O</i>-[&beta;-D-GalNAc-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;3)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-Xyl]-L-seryl-[protein]	("<i>N</i>-acetyl-D-galactosaminyl-(1&rarr;4)-&beta;-D-glucuronosyl-(1&rarr;3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosyl-[core protein]" "&alpha;-<i>N</i>-acetyl-D-galactosaminyl-(1->4)-&beta;-D-glucuronosyl-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosyl-[proteoglycan]")	("<i>N</i>-acetyl-D-galactosaminyl-(1&rarr;4)-&beta;-D-glucuronosyl-(1&rarr;3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosyl-[core protein]")	
	Alkyl-acetyl-glycero-phosphocholines	a 2-acetyl-1-alkyl-<i>sn</i>-glycero-3-phosphocholine	("a 2-acetyl-1-alkyl-<i>sn</i>-glycero-3-phosphocholine" "PAF" "platelet-activating factor" "a 1-alkyl-2-acetyl-<i>sn</i>-glycero-3-phosphocholine")	("PAF" "platelet-activating factor" "a 1-alkyl-2-acetyl-<i>sn</i>-glycero-3-phosphocholine")	
	Thyroglobulin-triiodothyronines	a [thyroglobulin]-triiodothyronine	("a [thyroglobulin] L-3,5,3'-triiodothyronine" "thyroglobulin L-3,5,3'-triiodothyronine")	("a [thyroglobulin] L-3,5,3'-triiodothyronine")	
	S-ubiquitinyl-UAP-E1-L-cysteine	an [E1 ubiquitin-activating enzyme]-<i>S</i>-ubiquitinyl-L-cysteine	("a [ubiquitin-activating E1 enzyme]-<i>S</i>-ubiquitinyl-L-cysteine" "a [ubiquitin-activating enzyme E1]-<i>S</i>-ubiquitinyl-L-cysteine" "an <i>S</i>-ubiquitinyl-[ubiquitin-activating enzyme E1]-L-cysteine" "an <i>S</i>-ubiquitinyl-[ubiquitin-activating E1 enzyme]-L-cysteine")	("a [ubiquitin-activating enzyme E1]-<i>S</i>-ubiquitinyl-L-cysteine" "a [ubiquitin-activating E1 enzyme]-<i>S</i>-ubiquitinyl-L-cysteine")	
	Deoxy-Ribonucleoside-Monophosphates	a 2'-deoxyribonucleoside 5'-monophosphate	("a deoxyribonucleoside monophosphate" "a 2'-deoxynucleoside 5'-phosphate" "a 2'-deoxynucleoside 5'-monophosphate" "a 2'-deoxyribonucleoside monophosphate" "a deoxynucleoside monophosphate" "a deoxynucleoside 5'-monophosphate")	("a deoxyribonucleoside monophosphate" "a 2'-deoxynucleoside 5'-monophosphate" "a 2'-deoxynucleoside 5'-phosphate" "a deoxynucleoside monophosphate" "a deoxynucleoside 5'-monophosphate")	
	4-Hydroxysphing-8-enine-22-0-Ceramides	a 4-hydroxysphing-8-enine-22:0 ceramide	("4-hydroxy-8-sphingenine-docosanoic acid ceramide" "4-hydroxy-8-sphingenine-22:0 ceramide" "4-hydroxy-8-sphingenine-22:0, ceramide" "4-hydroxy-8-sphingenine-docosanoic acid, ceramide")	("4-hydroxy-8-sphingenine-22:0 ceramide" "4-hydroxy-8-sphingenine-docosanoic acid ceramide")	
	1-2-Beta-D-Glucans	a 1,2-&beta;-D-glucan	("1,2-&beta;-D-glucan<sub>(n-1)</sub>" "1,2-&beta;-D-glucan<sub>(n+1)</sub>" "1,2-&beta;-D-glucan<sub>(n)</sub>" "(1,2-&beta;-D-Glucosyl)<sub>(n)</sub>" "(1,2-&beta;-D-Glucosyl)<sub>(n+1)</sub>" "(1,2-&beta;-D-Glucosyl)<sub>(n-1)</sub>")	NIL	
	2-N-linked-Glycan	Man<sub>3</sub>GlcNAc<sub>3</sub>-[protein]	("a {&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc}-<i>N</i>-Asn-[protein]" "{<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1,2)-&alpha;-D-mannosyl-(1,3)-[&alpha;-D-mannosyl-(1,6)]-&beta;-D-mannosyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl}-<i>N</i>-Asn-[protein]" "a &beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-<i>N</i>-Asn-[protein]" "0,2 <i>N</i>-linked glycan")	("a {&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc}-<i>N</i>-Asn-[protein]" "0,2 <i>N</i>-linked glycan")	
	Deoxy-Ribonucleosides	a 2'-deoxyribonucleoside	("a deoxynucleoside" "a 2'-deoxynucleoside" "a deoxyribonucleoside")	("a deoxyribonucleoside")	
	3-HYDROXY-ISOBUTYRYL-COA	3-hydroxy-isobutanoyl-CoA	("3-Hydroxy-2-methylpropionyl-CoA" "3-Hydroxy-2-methylpropanoyl-CoA" "3-hydroxy-isobutyryl-coenzyme A" "3-hydroxy-2-methylpropionyl-CoA" "3-hydroxy-isobutyryl-CoA")	("3-Hydroxy-2-methylpropanoyl-CoA" "3-hydroxy-isobutyryl-coenzyme A" "3-hydroxy-2-methylpropionyl-CoA" "3-hydroxy-isobutyryl-CoA")	
	biotin-L-lysine-in-BCCP-dimers	a [biotin carboxyl-carrier-protein dimer]-<i>N</i><sup>6</sup>-biotinyl-L-lysine	("a [BCCP dimer]-<i>N</i><sup>6</sup>-biotinyl-L-lysine" "a [BCCP dimer]-biotin-<i>N</i><sup>6</sup>-L-lysine")	("a [BCCP dimer]-<i>N</i><sup>6</sup>-biotinyl-L-lysine")	
	N-Acylethanolamines	an <i>N</i>-acylethanolamine	NIL	an ethanolamide	
	CPD-11512	a (2<i>R</i>,3<i>S</i>,4<i>S</i>)-leucoanthocyanidin	("a flavan-3,4 -diol" "flavan-3, 4 -diol")	("a flavan-3,4 -diol")	
	18S-rRNA-N6-dimethyladenine1779-1780	an N<sup>6</sup>-dimethyladenine<sup>1779</sup>/N<sup>6</sup>-dimethyladenine<sup>1780</sup> in 18S rRNA	("an 18S rRNA N<sup>6</sup>-dimethyladenine<sup>1779</sup>/N<sup>6</sup>-dimethyladenine<sup>1780</sup>" "N<sup>6</sup>-dimethyladenine<sup>1779</sup>/N<sup>6</sup>-dimethyladenine<sup>1780</sup> in 18S rRNA")	("an 18S rRNA N<sup>6</sup>-dimethyladenine<sup>1779</sup>/N<sup>6</sup>-dimethyladenine<sup>1780</sup>")	
	MANNOSE	D-mannose	("mannopyranoside" "mannopyranose" "mannose")	NIL	
	LysW-Alpha-Aminoadipate	a [lysine-biosynthesis-protein LysW]-C-terminal-&gamma;-(L-2-aminoadip-2-yl)-L-glutamate	("a [LysW]-C-terminal-L-glutamyl-&gamma;-L-2-aminoadipate" "[a LysW protein]-&alpha;-aminoadipate" "[an &alpha;-aminoadipate carrier protein]-&alpha;-aminoadipate" "[an L-2-aminoadipate carrier protein]-L-2-aminoadipate")	NIL	
	B-antigen	a B antigen	("&alpha;-D-galactosyl-(1,3)-(&alpha;-L-fucosyl-(1,2))-&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosamine-(1,3)-&beta;-D-galactosyl-[protein]" "an &alpha;-D-galactosyl-(1->3)-[&alpha;-L-fucosyl(1->2)]-D-galactosyl-R" "a histo-blood group substance B" "a galactosyl-(1->3)-[&alpha;-L-fucosyl(1->2)]-D-galactosyl-R" "a B histo-blood group antigen" "&beta;-D-galactosyl-(1,3)-(&alpha;-L-fucosyl-(1,2))-&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosamine-(1,3)-&beta;-D-galactosyl-[protein]")	("a histo-blood group substance B" "an &alpha;-D-galactosyl-(1->3)-[&alpha;-L-fucosyl(1->2)]-D-galactosyl-R" "a B histo-blood group antigen" "&alpha;-D-galactosyl-(1,3)-(&alpha;-L-fucosyl-(1,2))-&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosamine-(1,3)-&beta;-D-galactosyl-[protein]")	
	B-D-Gal-14-B-D-NAcGln-Glglycopeptides	&beta;-D-galactosyl-(1&rarr;3)-[&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;6)]-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-R	("&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-D-glucosaminyl-R" "1,4-&beta;-D-galactosyl-N-acetyl-D-glucosaminyl-R" "&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-D-glucosaminyl-glycoprotein" "&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosaminyl-[glycopeptide]" "&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosaminylglycopeptide")	NIL	
	PROCOLLAGEN-3-HYDROXY-L-PROLINE	a [procollagen]-<i>trans</i>-3-hydroxy-L-proline	("a [procollagen]-3-hydroxy-L-proline" "a [procollagen] trans-3-hydroxy-L-proline")	("a [procollagen]-3-hydroxy-L-proline")	
	SoxY-S-Thiocysteine	a [SoxY protein]-<i>S</i>-sulfanyl-L-cysteine	("a [SoxY protein]-<i>S</i>-thiocysteine" "[SoxY]-persulfide")	("a [SoxY protein]-<i>S</i>-thiocysteine")	
	HEPARIN-GLUCOSAMINE-3-O-SULFATE	a [heparan sulfate]-&alpha;-D-glucosamine 3-sulfate	("a [heparan sulfate]-glucosamine 3-sulfate" "a heparin-glucosamine 3-<i>O</i>-sulfate" "[heparan sulfate]-glucosamine 3-sulfate")	("a heparin-glucosamine 3-<i>O</i>-sulfate" "a [heparan sulfate]-glucosamine 3-sulfate")	
	Type-ALeb-antigen	an <i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1,4)[&alpha;-L-fucosyl-(1,2)]-&beta;-D-galactosyl-(1,3)-[&alpha;-L-fucosyl-(1,4)]-<i>N</i>-acetyl-&beta;-D-glucosamine-(1&rarr;protein]	("an A (Lewis b) histo-blood group epitope" "an &alpha;-D-galactosaminyl-(1,4)[&alpha;-L-fucosyl-(1,2)]-&beta;-D-galactosyl-(1,3)-[&alpha;-L-fucosyl-(1,4)]-<i>N</i>-acetyl-&beta;-D-glucosamine-(1&rarr;protein]" "an ALe<sup>b</sup> epitope")	("an A (Lewis b) histo-blood group epitope" "an ALe<sup>b</sup> epitope")	
	CPD-17486	1-[(17Z)-hexacos-17-enoyl]-2-acyl-[phosphoglyceride]	1-26:1-2-acyl-[glycerolipid]	1-26:1-2-acyl-[phosphoglycerolipid]	
	CPD-326	butan-2-ol	("2-butanol" "2-butyl alcohol" "1-methylpropyl alcohol" "1-methyl-1-propanol" "butan-2-ol" "sec-butyl alcohol" "butylene hydrate" "methyl ethyl carbinol" "2-hydroxybutane")	("2-butyl alcohol" "1-methylpropyl alcohol" "1-methyl-1-propanol" "2-butanol" "sec-butyl alcohol" "butylene hydrate" "methyl ethyl carbinol" "2-hydroxybutane")	
	LysW-L-glutamate	a [lysine-biosynthesis-protein LysW]-C-terminal-&gamma;-(L-glutamyl)-L-glutamate	("a [LysW protein]-L-glutamate" "an [&alpha;-aminoadipate carrier protein]-L-glutamate")	NIL	
	Saturated-2-Lysophosphatidates	a 2,3,4-saturated 2-lysophosphatidate	("an acyl-<i>sn</i>-glycerol 3-phosphate" "a 1-acyl-<i>sn</i>-glycero 3-phosphate" "acyl-sn-glycerol 3-phosphate" "1-acyl-sn-glycerol 3-phosphate" "1-acyl-sn-glycerol-3-phosphate" "acyl-sn-glycerol-3P" "acyl-sn-glycerol-3-phosphate" "a 1-acyl-<i>sn</i>-glycerol-3-phosphate" "an acyl-<i>sn</i>-glycerol-3P" "an acyl-<i>sn</i>-glycerol-3-phosphate" "a 1-acyl-<i>sn</i>-glycerol-3P")	("1-acyl-sn-glycerol 3-phosphate" "acyl-sn-glycerol-3P" "acyl-sn-glycerol 3-phosphate" "a 1-acyl-<i>sn</i>-glycero 3-phosphate" "an acyl-<i>sn</i>-glycerol-3P" "an acyl-<i>sn</i>-glycerol 3-phosphate" "a 1-acyl-<i>sn</i>-glycerol-3P")	
	Protein-pi-phospho-L-histidines	a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine	("a [protein]-<i>N</i>-phosphohistidine" "1'-phospho-L-histidine" "a protein-<i>N<sup>&tau;</sup></i>-phospho-L-histidine" "a protein-<i>N</i>-phosphohistidine" "3'-phospho-L-histidine")	("a [protein]-<i>N</i>-phosphohistidine")	
	Protein-N-omega-methyl-arginine	[protein]-<i>N</i><sup>&omega;</sup>-methyl-L-arginine	("[protein]-<i>N</i><sup>&omega;</sup>-methyl-arginine" "[protein]-<i>N</i><sup>6</sup>-methyl-L-arginine" "[protein]-<i>N</i><sup>G</sup>-methyl-L-arginine")	("[protein]-<i>N</i><sup>6</sup>-methyl-L-arginine" "[protein]-<i>N</i><sup>G</sup>-methyl-L-arginine")	
	SoxY-Thiocysteine-Sulfate	a [SoxY protein]-<i>S</i>-sulfosulfanyl-L-cysteine	a [SoxY protein]-L-cysteine-<i>S</i>-thiosulfonate	NIL	
	2R-Hydroxy-Fatty-Acids	a (2R)-2-hydroxy fatty acid	NIL	("an (<i>R</i>)-2-hydroxycarboxylate" "an (<i>R</i>)-2-hydroxyacid" "an (<i>R</i>)-2-hydroxyalkanoate" "a (2<i>R</i>)-hydroxy-carboxylate" "a D-2-hydroxycarboxylate" "a 2(R)-hydroxy fatty acid")	
	Amino-Acids-20	a proteinogenic amino acid	("a standard &alpha; amino acid" "a proteinogenic amino acid" "a protein-building amino acid" "protein-building  amino acid" "amino acid" "L-amino acid" "protein-building amino acid" "proteinogenic amino acid")	("a proteinogenic amino acid" "a protein-building amino acid" "a standard &alpha; amino acid")	
	CPD-17449	a [protein]-2-aminoprop-2-enoate	("a [protein]-dehydroalanine" "a [protein]-2-aminoacrylate" "a [protein]-&alpha;-aminoacrylate" "a [protein]-2-aminoacrylic acid" "a [protein]-2,3-didehydroalanine" "a [protein]-&alpha;,&beta;-dehydroalanine" "a [protein]-anhydroserine 2-aminopropenoic acid" "a [protein]-ehydroalanine")	("a [protein]-2-aminoacrylate" "a [protein]-&alpha;-aminoacrylate" "a [protein]-2-aminoacrylic acid" "a [protein]-2,3-didehydroalanine" "a [protein]-&alpha;,&beta;-dehydroalanine" "a [protein]-anhydroserine 2-aminopropenoic acid" "a [protein]-dehydroalanine")	
	DERMATAN-L-IDURONATE	a [dermatan] containing &alpha;-L-iduronate	("[dermatan]-&alpha;-L-iduronate" "dermatan-L-iduronate")	("[dermatan]-&alpha;-L-iduronate")	
	Poly-ADP-Riboses	a poly(ADP-D-ribose)	("poly(ADP-ribose)<sub>(n)</sub>" "poly(ADP-ribose)<sub>(n+1)</sub>" "poly(ADP-ribose)<sub>(n-1)</sub>")	NIL	
	NAcMur-Peptide-NAcGlc-Undecaprenols	a lipid II	("an undecaprenyldiphospho-4-<i>O</i>-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-3-<i>O</i>-peptidyl-&alpha;-<i>N</i>-acetylmuramate" "an undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl peptide" "a GlcNAc-(1->4)-MurNAc-pentapeptide-diphosphoundecaprenol" "a <i>N</i>-acetylglucosamine--<i>N</i>-acetylmuramoyl-(pentapeptide) pyrophosphoryl-undecaprenol" "a peptidoglycan monomer")	("a peptidoglycan monomer" "an undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl peptide" "an undecaprenyldiphospho-4-<i>O</i>-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-3-<i>O</i>-peptidyl-&alpha;-<i>N</i>-acetylmuramate")	
	CPD-8541	a [protein]-N<sup>4</sup>-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-L-asparagine	("a 4-N-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-protein" "a 4-N-(<i>N</i>-acetyl-D-glucosaminyl)-protein")	("a 4-N-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-protein")	
	POLY-CIS-POLYPRENYL-DIPHOSPHATE	a poly-<i>cis</i>-polyprenyldiphosphate	("a poly-<i>cis</i>-polyprenyl diphosphate<sub>(n)</sub>" "a poly-<i>cis</i>-polyprenyl diphophate<sub>(n)</sub>")	("a poly-<i>cis</i>-polyprenyl diphosphate<sub>(n)</sub>")	
	SULFOQUINOVOSYLDIACYLGLYCEROL	an 6-sulfo-&alpha;-D-quinovosyl diacylglycerol	("a 1,2-diacyl-3-(6-sulfo-&alpha;-D-quinovosyl)-sn-glycerol" "a 1,2-diacyl-3-(6-sulfo-alpha-D-quinovosyl)-sn-glycerol" "a SQDG" "SQDG")	("a 1,2-diacyl-3-(6-sulfo-&alpha;-D-quinovosyl)-sn-glycerol" "SQDG")	
